Year,LocationAbbr,LocationDesc,DataSource,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Category,Topic,Indicator,Break_Out_Category,Break_Out,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Confidence_limit_Low,Confidence_limit_High,CategoryId,TopicId,IndicatorID,BreakOutCategoryId,BreakOutId,LocationID,GeoLocation
2013-2014,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension among US adults (18+) (Percentage); NHANES,Age,65+,Percentage,%,69.5,,,66.6,72.3,C2,T9,NH020,BOC03,AGE06,00,
2013-2014,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension among US adults (18+) (Percentage); NHANES,Age,35+,Percentage,%,42.8,,,40.2,45.3,C2,T9,NH020,BOC03,AGE07,00,
2013-2014,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension among US adults (18+) (Percentage); NHANES,Age,75+,Percentage,%,75.1,,,70.4,79.3,C2,T9,NH020,BOC03,AGE08,00,
2013-2014,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension among US adults (18+) (Percentage); NHANES,Gender,Male,Percentage,%,32,,,30,34,C2,T9,NH020,BOC02,GEN01,00,
2013-2014,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension among US adults (18+) (Percentage); NHANES,Gender,Female,Percentage,%,29.6,,,27.2,32.1,C2,T9,NH020,BOC02,GEN02,00,
2013-2014,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension among US adults (18+) (Percentage); NHANES,Overall,Overall,Percentage,%,30.8,,,29.1,32.6,C2,T9,NH020,BOC01,OVR01,00,
2013-2014,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension among US adults (18+) (Percentage); NHANES,Race,Non-Hispanic White,Percentage,%,29.9,,,27.9,32,C2,T9,NH020,BOC04,RAC01,00,
2013-2014,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension among US adults (18+) (Percentage); NHANES,Race,Non-Hispanic Black,Percentage,%,42.4,,,39.4,45.4,C2,T9,NH020,BOC04,RAC02,00,
2013-2014,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension among US adults (18+) (Percentage); NHANES,Race,Non-Hispanic Asian,Percentage,%,27.1,,,24.1,30.3,C2,T9,NH020,BOC04,RAC03,00,
2013-2014,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension among US adults (18+) (Percentage); NHANES,Race,Hispanic,Percentage,%,28.1,,,25.2,31.1,C2,T9,NH020,BOC04,RAC04,00,
2013-2014,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension among US adults (18+) (Percentage); NHANES,Race,Other,Percentage,%,29.1,,,25.8,32.6,C2,T9,NH020,BOC04,RAC07,00,
1999-2000,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,C2,T9,NH021,BOC03,AGE01,00,
1999-2000,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Age,25-44,Percentage,%,60.8,,,47.3,72.7,C2,T9,NH021,BOC03,AGE04,00,
1999-2000,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Age,45-64,Percentage,%,75,,,67.9,80.9,C2,T9,NH021,BOC03,AGE05,00,
1999-2000,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Age,65+,Percentage,%,67.9,,,64.3,71.3,C2,T9,NH021,BOC03,AGE06,00,
1999-2000,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Age,35+,Percentage,%,70.5,,,66.4,74.3,C2,T9,NH021,BOC03,AGE07,00,
1999-2000,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Age,75+,Percentage,%,66.5,,,63,69.7,C2,T9,NH021,BOC03,AGE08,00,
1999-2000,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Gender,Male,Percentage,%,63.9,,,58.3,69.2,C2,T9,NH021,BOC02,GEN01,00,
1999-2000,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Gender,Female,Percentage,%,61,,,50.3,70.8,C2,T9,NH021,BOC02,GEN02,00,
1999-2000,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Overall,Overall,Percentage,%,64.2,,,57.8,70.2,C2,T9,NH021,BOC01,OVR01,00,
1999-2000,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Race,Non-Hispanic White,Percentage,%,65.5,,,58.9,71.5,C2,T9,NH021,BOC04,RAC01,00,
1999-2000,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Race,Non-Hispanic Black,Percentage,%,66.9,,,54.6,77.2,C2,T9,NH021,BOC04,RAC02,00,
1999-2000,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Race,Non-Hispanic Asian,Percentage,%,,-,Data not available,,,C2,T9,NH021,BOC04,RAC03,00,
1999-2000,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Race,Hispanic,Percentage,%,53,,,40.4,65.2,C2,T9,NH021,BOC04,RAC04,00,
1999-2000,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Race,Other,Percentage,%,53.8,,,43.4,63.9,C2,T9,NH021,BOC04,RAC07,00,
2001-2002,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,C2,T9,NH021,BOC03,AGE01,00,
2001-2002,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Age,25-44,Percentage,%,58.1,,,50.3,65.5,C2,T9,NH021,BOC03,AGE04,00,
2001-2002,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Age,45-64,Percentage,%,72.2,,,67.6,76.5,C2,T9,NH021,BOC03,AGE05,00,
2001-2002,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Age,65+,Percentage,%,74.2,,,71.1,77,C2,T9,NH021,BOC03,AGE06,00,
2001-2002,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Age,35+,Percentage,%,71.7,,,68.3,74.8,C2,T9,NH021,BOC03,AGE07,00,
2001-2002,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Age,75+,Percentage,%,72.7,,,68.4,76.6,C2,T9,NH021,BOC03,AGE08,00,
2001-2002,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Gender,Male,Percentage,%,56.9,,,53.9,60,C2,T9,NH021,BOC02,GEN01,00,
2001-2002,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Gender,Female,Percentage,%,74.5,,,67.9,80.1,C2,T9,NH021,BOC02,GEN02,00,
2001-2002,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Overall,Overall,Percentage,%,63.5,,,60,66.9,C2,T9,NH021,BOC01,OVR01,00,
2001-2002,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Race,Non-Hispanic White,Percentage,%,61.8,,,55.2,68,C2,T9,NH021,BOC04,RAC01,00,
2001-2002,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Race,Non-Hispanic Black,Percentage,%,75.5,,,70,80.3,C2,T9,NH021,BOC04,RAC02,00,
2001-2002,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Race,Non-Hispanic Asian,Percentage,%,,-,Data not available,,,C2,T9,NH021,BOC04,RAC03,00,
2001-2002,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Race,Hispanic,Percentage,%,45,,,34.6,55.8,C2,T9,NH021,BOC04,RAC04,00,
2001-2002,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Race,Other,Percentage,%,43.4,,,33.1,54.4,C2,T9,NH021,BOC04,RAC07,00,
2003-2004,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Age,18-24,Percentage,%,58.3,,,37,76.9,C2,T9,NH021,BOC03,AGE01,00,
2003-2004,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Age,25-44,Percentage,%,66.5,,,57.2,74.7,C2,T9,NH021,BOC03,AGE04,00,
2003-2004,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Age,45-64,Percentage,%,75.1,,,69,80.3,C2,T9,NH021,BOC03,AGE05,00,
2003-2004,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Age,65+,Percentage,%,79.7,,,75.7,83.2,C2,T9,NH021,BOC03,AGE06,00,
2003-2004,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Age,35+,Percentage,%,77,,,73.5,80.2,C2,T9,NH021,BOC03,AGE07,00,
2003-2004,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Age,75+,Percentage,%,74.6,,,69.3,79.2,C2,T9,NH021,BOC03,AGE08,00,
2003-2004,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Gender,Male,Percentage,%,68,,,61.7,73.8,C2,T9,NH021,BOC02,GEN01,00,
2003-2004,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Gender,Female,Percentage,%,68.7,,,57.5,78,C2,T9,NH021,BOC02,GEN02,00,
2003-2004,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Overall,Overall,Percentage,%,67.6,,,61.2,73.4,C2,T9,NH021,BOC01,OVR01,00,
2003-2004,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Race,Non-Hispanic White,Percentage,%,67.9,,,58.1,76.4,C2,T9,NH021,BOC04,RAC01,00,
2003-2004,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Race,Non-Hispanic Black,Percentage,%,66.6,,,56.4,75.5,C2,T9,NH021,BOC04,RAC02,00,
2003-2004,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Race,Non-Hispanic Asian,Percentage,%,,-,Data not available,,,C2,T9,NH021,BOC04,RAC03,00,
2003-2004,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Race,Hispanic,Percentage,%,63.5,,,54.7,71.5,C2,T9,NH021,BOC04,RAC04,00,
2003-2004,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Race,Other,Percentage,%,76.7,,,55.9,89.6,C2,T9,NH021,BOC04,RAC07,00,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Age,18-24,Percentage,%,41.2,,,25.3,59.3,C2,T9,NH021,BOC03,AGE01,00,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Age,25-44,Percentage,%,60.3,,,52.4,67.8,C2,T9,NH021,BOC03,AGE04,00,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Age,45-64,Percentage,%,81,,,76.8,84.6,C2,T9,NH021,BOC03,AGE05,00,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Age,65+,Percentage,%,82.4,,,78.8,85.6,C2,T9,NH021,BOC03,AGE06,00,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Age,35+,Percentage,%,80.1,,,76.9,83,C2,T9,NH021,BOC03,AGE07,00,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Age,75+,Percentage,%,77.6,,,71.3,82.8,C2,T9,NH021,BOC03,AGE08,00,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Gender,Male,Percentage,%,64.2,,,59.6,68.5,C2,T9,NH021,BOC02,GEN01,00,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Gender,Female,Percentage,%,83.1,,,74.1,89.4,C2,T9,NH021,BOC02,GEN02,00,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Overall,Overall,Percentage,%,68.8,,,64.4,72.9,C2,T9,NH021,BOC01,OVR01,00,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Race,Non-Hispanic White,Percentage,%,67.1,,,61.8,72.1,C2,T9,NH021,BOC04,RAC01,00,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Race,Non-Hispanic Black,Percentage,%,73.1,,,66.6,78.7,C2,T9,NH021,BOC04,RAC02,00,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Race,Non-Hispanic Asian,Percentage,%,,-,Data not available,,,C2,T9,NH021,BOC04,RAC03,00,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Race,Hispanic,Percentage,%,60.9,,,52.8,68.5,C2,T9,NH021,BOC04,RAC04,00,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Race,Other,Percentage,%,72.3,,,55.9,84.3,C2,T9,NH021,BOC04,RAC07,00,
2007-2008,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,C2,T9,NH021,BOC03,AGE01,00,
2007-2008,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Age,25-44,Percentage,%,73,,,62.1,81.6,C2,T9,NH021,BOC03,AGE04,00,
2007-2008,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Age,45-64,Percentage,%,80.4,,,77.7,82.9,C2,T9,NH021,BOC03,AGE05,00,
2007-2008,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Age,65+,Percentage,%,83.1,,,80.5,85.4,C2,T9,NH021,BOC03,AGE06,00,
2007-2008,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Age,35+,Percentage,%,81,,,79.3,82.6,C2,T9,NH021,BOC03,AGE07,00,
2007-2008,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Age,75+,Percentage,%,82.8,,,78.3,86.6,C2,T9,NH021,BOC03,AGE08,00,
2007-2008,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Gender,Male,Percentage,%,68.6,,,60.2,75.9,C2,T9,NH021,BOC02,GEN01,00,
2007-2008,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Gender,Female,Percentage,%,83,,,77,87.6,C2,T9,NH021,BOC02,GEN02,00,
2007-2008,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Overall,Overall,Percentage,%,74.4,,,67.1,80.6,C2,T9,NH021,BOC01,OVR01,00,
2007-2008,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Race,Non-Hispanic White,Percentage,%,76.8,,,66.7,84.5,C2,T9,NH021,BOC04,RAC01,00,
2007-2008,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (Percentage); NHANES,Race,Non-Hispanic Black,Percentage,%,75.4,,,67.8,81.7,C2,T9,NH021,BOC04,RAC02,00,
